address;zipcode;latitude;longitude;title
934 5th Avenue, New York, NY 10021;10025;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10030;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10037;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10400;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10406;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10412;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10418;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10424;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10430;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10436;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10442;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10448;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10454;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10460;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10466;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10472;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10478;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10484;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10490;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10496;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10027;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10031;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10039;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10401;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10407;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10413;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10419;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10425;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10431;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10437;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10443;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10449;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10455;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10461;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10467;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10473;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10479;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10485;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10491;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10497;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10026;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10032;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10040;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10402;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10408;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10414;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10420;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10426;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10432;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10438;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10444;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10450;40.77404;-73.96556;Consulat General de France
934 5th Avenue, New York, NY 10021;10456;40.77404;-73.96556;Consulat General de France
